date,open,high,low,close,volume
1684848600,335.89,337.06,333.00,333.36,48216700
1684935000,331.37,332.91,329.56,331.65,62891200
1685021400,339.14,341.01,336.67,339.72,66862800
1685107800,340.76,349.25,340.66,348.40,63007000
1685453400,352.71,353.93,348.53,349.98,72652200
1685539800,348.37,350.60,346.51,347.99,65105400
1685626200,347.73,353.36,346.66,352.01,50488600
1685712600,353.80,355.83,352.01,354.65,53372100
1685971800,354.43,357.50,353.85,354.90,47266200
1686058200,354.28,355.82,352.93,354.84,41390400
1686144600,355.13,357.12,348.18,348.82,69225900
1686231000,349.12,353.62,348.89,353.15,47153900
1686317400,354.63,357.66,353.03,354.50,53196900
1686576600,356.19,360.59,355.20,360.49,44606500
1686663000,363.29,364.11,360.03,363.26,57097800
1686749400,363.27,366.19,360.42,365.90,69525600
1686835800,364.61,371.77,363.98,370.26,71138800
1686922200,372.72,372.85,367.48,367.93,80932000
1687267800,365.95,368.32,363.89,366.90,49204700
1687354200,365.74,366.18,360.96,361.90,53378300
1687440600,360.63,366.33,360.22,366.17,47603000
1687527000,362.21,364.88,360.82,362.54,48922900
1687786200,362.00,364.84,357.59,357.68,52685500
1687872600,359.25,364.57,358.51,363.83,49428100
1687959000,361.98,366.52,361.90,364.54,46498000
1688045400,364.24,364.89,362.14,363.81,46151000
1688131800,367.55,370.49,367.23,369.42,58712500
1688391000,370.07,370.93,368.97,370.29,19432900
1688563800,368.70,372.01,368.66,370.28,34460900
1688650200,366.51,367.91,364.52,367.46,49374700
1688736600,367.23,370.48,366.01,366.24,47133700
1688995800,365.96,367.05,363.41,366.36,48498800
1689082200,366.79,368.63,364.62,368.17,38214100
1689168600,372.34,374.19,370.30,372.82,61975400
1689255000,376.05,379.99,375.46,379.15,46960000
1689341400,379.59,382.86,378.18,379.07,55148500
1689600600,379.80,383.50,379.31,382.61,40868900
1689687000,381.96,387.13,380.00,385.74,55262000
1689773400,386.82,387.98,384.30,385.65,54093000
1689859800,382.61,384.10,375.72,376.76,71941700
1689946200,379.18,379.92,375.19,375.63,60499600
1690205400,376.62,377.58,374.34,376.23,40380100
1690291800,376.95,380.47,376.93,378.78,38894400
1690378200,377.72,379.24,375.18,377.52,47075700
1690464600,383.07,384.71,375.31,376.62,63940200
1690551000,380.74,384.52,380.22,383.48,56902900
1690810200,383.79,384.88,382.34,383.68,44019900
1690896600,382.31,383.56,380.69,382.79,41060600
1690983000,379.26,379.26,373.13,374.39,72687100
1691069400,371.94,375.95,371.77,373.79,47666400
1691155800,375.75,378.10,371.53,372.04,61702800
1691415000,373.88,375.29,371.51,375.19,37230400
1691501400,372.64,372.66,368.82,372.00,44726500
1691587800,372.29,372.45,367.14,367.91,51150900
1691674200,370.97,374.36,367.04,368.59,72035300
1691760600,365.99,368.00,364.69,366.24,48707200
1692019800,365.43,370.47,364.70,370.35,42130800
1692106200,369.36,370.17,365.74,366.42,45539900
1692192600,365.87,367.43,362.44,362.54,53190500
1692279000,363.96,364.31,358.16,358.58,62604300
1692365400,355.26,359.41,354.71,358.13,61191400
1692624600,359.62,364.59,359.15,363.90,50696500
1692711000,366.55,366.56,362.68,363.38,44530200
1692797400,364.58,370.22,364.36,369.11,51770600
1692883800,372.64,372.74,361.01,361.22,66842500
1692970200,362.07,365.74,358.58,364.02,69960500
1693229400,366.99,367.71,364.25,366.76,40910000
1693315800,366.56,375.13,366.23,374.77,58492400
1693402200,374.88,377.45,373.86,376.86,41731500
1693488600,376.94,379.72,376.87,377.99,35730700
1693575000,380.40,380.83,376.08,377.59,39801200
1693920600,376.77,379.31,375.83,378.07,32344200
1694007000,377.28,377.63,372.70,374.74,42998700
1694093400,370.21,372.85,369.15,372.06,52060700
1694179800,372.01,374.85,371.60,372.58,35800100
1694439000,375.66,377.49,373.66,376.97,39936600
1694525400,375.27,376.95,372.50,372.79,41391000
1694611800,373.03,375.84,371.88,374.21,46300700
1694698200,375.99,378.27,373.89,377.27,48039400
1694784600,375.91,376.32,369.86,370.81,69811200
1695043800,369.32,371.79,369.03,370.66,36903500
1695130200,369.32,370.68,366.80,369.87,37621700
1695216600,370.95,371.31,364.46,364.54,45514200
1695303000,360.80,361.60,357.69,357.86,69734800
1695389400,359.63,361.80,357.59,357.91,51589700
1695648600,356.93,359.70,355.93,359.61,39168000
1695735000,356.99,357.54,353.21,354.21,53657700
1695821400,355.38,356.98,351.36,355.04,56066000
1695907800,354.11,360.17,353.24,358.01,56453300
1695994200,361.54,362.95,357.02,358.27,64829600
1696253400,358.54,362.68,357.92,361.26,51625100
1696339800,358.78,361.01,353.28,354.92,60478500
